flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,avg_packet_size,direction,label
F_00166,10.0.207.93,10.0.228.84,45614,80,TCP,30,77057,8.35,2568.57,Outbound,Benign
F_00108,10.0.159.71,10.0.200.249,29246,80,UDP,97,1845,4.13,19.02,Inbound,DDoS
F_02045,10.0.1.22,10.0.84.42,55704,21,TCP,59,28810,4.61,488.31,Outbound,PortScan
F_04840,10.0.42.135,10.0.52.145,7419,443,TCP,89,29328,7.49,329.53,Inbound,Botnet
F_08902,10.0.178.86,10.0.48.123,62975,8080,TCP,41,96055,2.74,2342.8,Inbound,PortScan
F_02389,10.0.187.146,10.0.188.178,14102,22,TCP,24,40640,0.95,1693.33,Outbound,Benign
F_09229,10.0.100.56,10.0.200.73,16416,80,TCP,53,53012,0.71,1000.23,Inbound,BruteForce
F_07411,10.0.84.233,10.0.166.78,3571,8080,UDP,89,3995,1.58,44.89,Inbound,Benign
F_04562,10.0.246.223,10.0.109.107,25193,22,TCP,96,23000,0.82,239.58,Inbound,Benign
F_01553,10.0.124.170,10.0.98.86,34463,21,UDP,64,58265,8.97,910.39,Inbound,Benign
F_05592,10.0.96.117,10.0.80.137,21163,21,TCP,41,6687,0.19,163.1,Outbound,Benign
F_08285,10.0.82.181,10.0.105.122,12456,443,TCP,13,94122,8.88,7240.15,Outbound,Benign
F_04423,10.0.192.51,10.0.146.158,15584,3306,UDP,53,16391,5.01,309.26,Inbound,Benign
F_00436,10.0.4.29,10.0.153.18,64694,53,TCP,62,41475,0.48,668.95,Inbound,DDoS
F_00642,10.0.12.212,10.0.54.156,55617,22,TCP,54,2304,9.6,42.67,Outbound,Botnet
F_08340,10.0.76.45,10.0.209.59,22456,3306,TCP,26,28125,3.21,1081.73,Outbound,DDoS
F_03408,10.0.206.235,10.0.155.164,7930,8080,UDP,43,95055,9.22,2210.58,Outbound,Benign
F_06476,10.0.22.83,10.0.187.96,20050,53,TCP,45,69157,7.72,1536.82,Outbound,PortScan
F_08581,10.0.114.146,10.0.93.19,64716,443,UDP,5,2038,6.34,407.6,Outbound,Benign
F_01795,10.0.57.159,10.0.219.203,28948,443,TCP,15,45340,7.08,3022.67,Outbound,Botnet
F_07968,10.0.47.20,10.0.39.254,8692,3306,UDP,48,25682,5.29,535.04,Inbound,DDoS
F_01585,10.0.240.203,10.0.102.74,15165,21,TCP,70,32792,8.94,468.46,Inbound,Benign
F_09558,10.0.60.169,10.0.125.157,26358,22,UDP,68,9654,5.33,141.97,Outbound,BruteForce
F_05698,10.0.21.216,10.0.47.29,1884,21,TCP,74,43275,1.92,584.8,Outbound,Benign
F_06315,10.0.21.221,10.0.185.64,30394,22,TCP,70,81837,1.35,1169.1,Outbound,Benign
F_07153,10.0.88.177,10.0.9.99,23977,22,TCP,97,77195,0.12,795.82,Inbound,Benign
F_01365,10.0.77.2,10.0.96.189,42124,22,TCP,61,99739,7.23,1635.07,Inbound,Benign
F_07086,10.0.108.61,10.0.76.2,48054,8080,UDP,85,99897,10.0,1175.26,Outbound,Benign
F_03493,10.0.230.53,10.0.116.154,7368,53,TCP,46,66213,3.62,1439.41,Outbound,DDoS
F_08849,10.0.55.32,10.0.65.138,53169,53,TCP,98,7383,2.32,75.34,Outbound,Benign
F_00460,10.0.204.92,10.0.78.167,22006,21,TCP,72,16592,9.37,230.44,Inbound,Benign
F_04038,10.0.224.203,10.0.42.28,24373,3306,TCP,62,51113,4.56,824.4,Inbound,Benign
F_03308,10.0.249.58,10.0.144.23,18735,443,UDP,92,2774,5.46,30.15,Inbound,Benign
F_08347,10.0.76.25,10.0.142.163,27695,21,TCP,69,84884,7.43,1230.2,Outbound,Infiltration
F_09174,10.0.181.109,10.0.197.229,4989,22,TCP,34,30100,3.14,885.29,Outbound,PortScan
F_04336,10.0.178.119,10.0.62.192,41534,8080,UDP,39,61919,3.71,1587.67,Outbound,Benign
F_06026,10.0.102.184,10.0.218.51,30713,80,UDP,94,29683,9.58,315.78,Inbound,Benign
F_03661,10.0.102.171,10.0.60.46,22646,21,UDP,15,97691,6.39,6512.73,Inbound,Malware
F_02444,10.0.242.129,10.0.44.126,30420,8080,TCP,93,22522,3.1,242.17,Outbound,Benign
F_02034,10.0.80.152,10.0.201.17,23073,3306,UDP,9,58732,6.97,6525.78,Inbound,Benign
F_06168,10.0.106.156,10.0.148.170,40119,53,TCP,19,3314,6.5,174.42,Inbound,Benign
F_08698,10.0.22.46,10.0.1.76,23523,22,TCP,69,98471,0.99,1427.12,Outbound,Benign
F_04807,10.0.80.229,10.0.136.143,42841,53,UDP,83,68976,3.63,831.04,Outbound,PortScan
F_08368,10.0.235.38,10.0.8.4,47418,3306,TCP,52,58014,4.48,1115.65,Inbound,Malware
F_00580,10.0.125.235,10.0.91.249,59116,443,UDP,32,91549,0.52,2860.91,Inbound,Benign
F_06654,10.0.38.42,10.0.49.2,55728,443,UDP,74,57630,0.61,778.78,Inbound,DDoS
F_04680,10.0.100.206,10.0.127.126,19382,21,TCP,83,92123,5.77,1109.92,Inbound,DDoS
F_06591,10.0.105.193,10.0.161.98,40239,443,UDP,92,99357,1.0,1079.97,Inbound,Benign
F_04864,10.0.12.15,10.0.242.55,27772,22,TCP,83,26121,7.21,314.71,Outbound,Benign
F_00545,10.0.181.118,10.0.35.72,11120,80,UDP,18,20790,4.87,1155.0,Inbound,Benign
F_08869,10.0.133.234,10.0.160.3,31096,80,UDP,48,94504,2.08,1968.83,Inbound,BruteForce
F_01517,10.0.213.19,10.0.51.118,63229,3306,TCP,24,56018,1.28,2334.08,Inbound,Benign
F_06251,10.0.154.1,10.0.190.150,56395,8080,TCP,6,61748,6.44,10291.33,Outbound,Benign
F_09297,10.0.136.248,10.0.45.135,14131,443,TCP,83,49254,1.66,593.42,Inbound,DDoS
F_01211,10.0.31.130,10.0.121.144,20193,22,UDP,16,47436,6.47,2964.75,Inbound,Benign
F_00705,10.0.62.101,10.0.104.104,10389,80,UDP,76,38654,9.84,508.61,Outbound,Benign
F_02144,10.0.155.248,10.0.129.63,14860,53,TCP,49,67267,8.62,1372.8,Outbound,Benign
F_07216,10.0.248.1,10.0.201.203,10633,80,UDP,72,88835,9.64,1233.82,Inbound,BruteForce
F_09908,10.0.121.202,10.0.60.184,8138,53,TCP,37,25050,8.88,677.03,Outbound,Benign
F_09530,10.0.145.175,10.0.26.76,34586,3306,TCP,24,35358,3.06,1473.25,Inbound,Benign
F_05326,10.0.68.167,10.0.185.135,23986,53,TCP,58,57749,2.59,995.67,Inbound,Benign
F_03566,10.0.17.144,10.0.252.191,44822,443,TCP,67,98201,5.57,1465.69,Outbound,Benign
F_09754,10.0.221.152,10.0.183.12,8799,53,UDP,18,22645,9.44,1258.06,Inbound,Benign
F_04552,10.0.247.73,10.0.58.40,48012,21,UDP,16,34049,6.02,2128.06,Outbound,Benign
F_03762,10.0.179.241,10.0.168.81,36133,8080,TCP,6,49989,2.38,8331.5,Outbound,Benign
F_09815,10.0.5.244,10.0.243.64,19918,22,TCP,36,51067,4.06,1418.53,Inbound,Benign
F_08993,10.0.80.150,10.0.140.180,58713,53,TCP,50,66431,6.74,1328.62,Outbound,PortScan
F_09503,10.0.39.19,10.0.204.139,9076,3306,UDP,91,9897,9.83,108.76,Inbound,Benign
F_02780,10.0.189.249,10.0.128.135,64693,21,UDP,50,22660,3.53,453.2,Outbound,Benign
F_06714,10.0.136.188,10.0.113.209,46803,22,TCP,13,71577,8.97,5505.92,Inbound,DDoS
F_01201,10.0.202.58,10.0.112.19,43762,443,TCP,97,49378,5.89,509.05,Inbound,Malware
F_08845,10.0.3.56,10.0.40.36,8189,21,TCP,36,59951,7.9,1665.31,Outbound,Infiltration
F_06919,10.0.243.3,10.0.73.181,24928,53,UDP,21,27991,6.71,1332.9,Inbound,Benign
F_02353,10.0.162.235,10.0.239.97,28227,443,TCP,90,41158,5.24,457.31,Inbound,Benign
F_04919,10.0.106.49,10.0.101.35,32617,53,TCP,53,90365,2.27,1705.0,Inbound,Benign
F_01338,10.0.212.159,10.0.108.40,45444,80,UDP,90,87810,6.52,975.67,Inbound,Benign
F_01082,10.0.225.153,10.0.69.151,48283,443,UDP,72,78942,5.21,1096.42,Outbound,Benign
F_09604,10.0.22.97,10.0.22.119,10999,80,UDP,43,50558,0.12,1175.77,Outbound,PortScan
F_09405,10.0.7.168,10.0.190.7,55593,22,TCP,43,18767,3.45,436.44,Inbound,Botnet
F_08693,10.0.27.130,10.0.212.94,30313,443,UDP,78,95828,8.14,1228.56,Inbound,Benign
F_01335,10.0.206.97,10.0.142.154,37604,22,TCP,46,12999,3.88,282.59,Outbound,Benign
F_02200,10.0.109.179,10.0.118.244,1544,21,UDP,72,56611,8.63,786.26,Outbound,DDoS
F_09773,10.0.95.93,10.0.82.166,9240,80,TCP,18,8346,6.19,463.67,Outbound,Benign
F_07515,10.0.153.184,10.0.10.141,33478,80,UDP,63,62702,5.09,995.27,Outbound,Benign
F_06172,10.0.138.214,10.0.134.89,56145,22,UDP,11,9014,6.23,819.45,Outbound,PortScan
F_00361,10.0.100.12,10.0.23.228,20929,8080,TCP,72,32628,9.4,453.17,Inbound,Benign
F_07268,10.0.16.49,10.0.5.202,16013,22,TCP,74,57229,6.39,773.36,Outbound,Benign
F_03726,10.0.104.181,10.0.113.252,27028,80,TCP,88,27315,1.18,310.4,Inbound,Benign
F_01829,10.0.9.15,10.0.206.227,57799,8080,UDP,73,36232,4.75,496.33,Outbound,DDoS
F_07074,10.0.252.39,10.0.157.158,3982,80,UDP,7,6416,2.18,916.57,Outbound,Benign
F_03908,10.0.13.225,10.0.73.243,56332,22,TCP,31,11871,5.98,382.94,Inbound,Malware
F_01162,10.0.76.221,10.0.121.90,9089,22,UDP,63,8762,0.64,139.08,Inbound,Benign
F_00377,10.0.195.58,10.0.227.123,32286,443,TCP,75,93017,5.26,1240.23,Outbound,Benign
F_01161,10.0.1.206,10.0.188.50,9024,22,UDP,6,57183,1.59,9530.5,Outbound,Benign
F_03369,10.0.69.125,10.0.113.150,37462,21,UDP,10,68120,2.45,6812.0,Outbound,Benign
F_08838,10.0.88.33,10.0.50.194,26874,53,UDP,12,3064,3.97,255.33,Outbound,Benign
F_04498,10.0.152.173,10.0.156.166,54626,22,UDP,93,99425,4.53,1069.09,Inbound,Benign
F_03543,10.0.56.183,10.0.177.213,57886,8080,TCP,50,94441,9.54,1888.82,Outbound,Benign
F_04404,10.0.230.94,10.0.164.143,3663,8080,TCP,32,57540,3.26,1798.12,Inbound,Benign
F_04296,10.0.43.200,10.0.159.190,25007,22,UDP,23,22983,8.41,999.26,Outbound,Benign
F_03989,10.0.196.182,10.0.49.60,31199,8080,TCP,95,11091,1.93,116.75,Inbound,Benign
F_02168,10.0.127.191,10.0.216.115,1372,21,UDP,68,69619,7.12,1023.81,Outbound,DDoS
F_07643,10.0.66.199,10.0.119.136,61299,443,TCP,16,68969,2.51,4310.56,Inbound,Benign
F_09011,10.0.80.245,10.0.90.115,16775,3306,TCP,25,99313,3.42,3972.52,Outbound,PortScan
F_07229,10.0.213.56,10.0.188.59,12277,443,TCP,58,30117,8.47,519.26,Outbound,DDoS
F_03776,10.0.10.220,10.0.167.213,12843,22,UDP,48,68669,7.8,1430.6,Outbound,DDoS
F_07773,10.0.230.241,10.0.28.61,43335,3306,UDP,25,13076,1.23,523.04,Outbound,DDoS
F_00152,10.0.171.218,10.0.105.112,23129,3306,UDP,8,31118,7.88,3889.75,Inbound,Infiltration
F_03120,10.0.247.174,10.0.37.142,22167,22,TCP,23,28950,5.6,1258.7,Inbound,Benign
F_04755,10.0.71.65,10.0.1.53,40317,3306,UDP,37,78488,8.13,2121.3,Inbound,Benign
F_00915,10.0.23.81,10.0.210.209,1813,22,TCP,91,5956,4.39,65.45,Outbound,Benign
F_03554,10.0.166.13,10.0.153.71,7728,3306,TCP,21,30605,9.11,1457.38,Outbound,Malware
F_04681,10.0.88.56,10.0.60.80,34341,53,UDP,43,71775,5.95,1669.19,Outbound,Malware
F_06711,10.0.230.125,10.0.38.55,23337,22,TCP,28,2257,1.73,80.61,Outbound,Benign
F_07560,10.0.188.136,10.0.32.161,6508,21,TCP,9,79936,1.21,8881.78,Inbound,Benign
F_05691,10.0.111.30,10.0.96.249,18671,443,UDP,45,56221,1.49,1249.36,Outbound,Benign
F_07790,10.0.43.121,10.0.106.250,31138,53,TCP,96,75787,3.35,789.45,Outbound,Benign
F_05206,10.0.150.150,10.0.188.190,10747,443,UDP,32,51583,2.78,1611.97,Inbound,Benign
F_04135,10.0.189.215,10.0.178.125,1075,3306,TCP,61,71072,7.22,1165.11,Inbound,Benign
F_03835,10.0.162.81,10.0.66.2,28101,53,TCP,7,98447,5.37,14063.86,Inbound,DDoS
F_08694,10.0.120.43,10.0.105.84,6939,53,UDP,24,54890,4.92,2287.08,Outbound,PortScan
F_08493,10.0.41.175,10.0.143.237,17835,22,TCP,91,71518,3.04,785.91,Outbound,DDoS
F_09514,10.0.78.212,10.0.11.5,34755,53,TCP,5,37344,7.69,7468.8,Outbound,Benign
F_06376,10.0.165.38,10.0.2.104,24581,8080,TCP,52,31383,6.34,603.52,Outbound,Benign
F_09855,10.0.75.245,10.0.229.26,39294,443,TCP,11,53827,2.45,4893.36,Inbound,DDoS
F_02709,10.0.7.225,10.0.220.242,28762,8080,TCP,53,7252,2.76,136.83,Outbound,BruteForce
F_07637,10.0.163.154,10.0.52.175,51577,8080,UDP,87,59417,8.9,682.95,Outbound,Botnet
F_00561,10.0.49.98,10.0.51.185,58431,53,UDP,47,52812,8.05,1123.66,Inbound,Benign
F_06018,10.0.176.33,10.0.43.93,21020,22,TCP,97,93884,6.94,967.88,Outbound,Benign
F_01419,10.0.180.242,10.0.14.36,31922,22,TCP,93,67201,0.37,722.59,Outbound,Benign
F_05501,10.0.117.117,10.0.160.229,25262,80,TCP,77,1972,1.76,25.61,Inbound,PortScan
F_03286,10.0.19.192,10.0.158.15,12163,53,TCP,10,91772,0.78,9177.2,Outbound,Benign
F_00982,10.0.103.42,10.0.186.170,44805,21,TCP,23,16802,3.83,730.52,Outbound,BruteForce
F_07960,10.0.248.242,10.0.231.125,55305,22,UDP,80,12152,4.76,151.9,Inbound,Benign
F_09680,10.0.87.232,10.0.242.17,12284,53,TCP,86,74351,3.66,864.55,Inbound,Benign
F_03626,10.0.15.119,10.0.158.198,61085,80,TCP,38,72623,0.53,1911.13,Outbound,Benign
F_06966,10.0.218.57,10.0.179.96,56936,3306,TCP,89,12633,7.67,141.94,Outbound,PortScan
F_09124,10.0.64.109,10.0.33.83,40606,3306,TCP,87,86715,1.7,996.72,Outbound,Malware
F_05082,10.0.71.125,10.0.189.136,47140,3306,TCP,24,84048,2.01,3502.0,Outbound,Benign
F_09237,10.0.239.62,10.0.207.209,19919,3306,TCP,30,81540,4.24,2718.0,Inbound,Benign
F_04371,10.0.112.229,10.0.181.101,46752,443,UDP,72,63908,6.21,887.61,Inbound,Benign
F_02650,10.0.213.225,10.0.250.51,52568,53,TCP,71,73438,7.52,1034.34,Outbound,Infiltration
F_04728,10.0.181.205,10.0.155.146,57322,80,UDP,17,66625,0.17,3919.12,Outbound,Benign
F_06925,10.0.189.235,10.0.134.4,34038,80,TCP,15,19943,6.57,1329.53,Outbound,Benign
F_00677,10.0.117.113,10.0.150.43,7092,3306,TCP,41,30792,9.86,751.02,Inbound,PortScan
F_04174,10.0.170.141,10.0.18.62,37133,8080,TCP,92,63638,8.48,691.72,Inbound,Benign
F_08789,10.0.165.62,10.0.21.74,50126,3306,UDP,36,11760,5.71,326.67,Outbound,Infiltration
F_05291,10.0.229.182,10.0.226.210,10255,21,TCP,23,40231,8.62,1749.17,Inbound,DDoS
F_02943,10.0.166.253,10.0.135.201,16527,80,TCP,26,68485,7.68,2634.04,Outbound,Benign
F_07775,10.0.145.225,10.0.233.5,39285,443,TCP,25,59875,4.12,2395.0,Inbound,Benign
F_03227,10.0.224.19,10.0.124.200,63797,22,UDP,51,34827,6.54,682.88,Outbound,PortScan
F_04049,10.0.236.195,10.0.34.37,64532,21,TCP,11,60768,7.37,5524.36,Inbound,PortScan
F_01214,10.0.202.27,10.0.246.155,52777,3306,TCP,78,61040,7.25,782.56,Outbound,Benign
F_08618,10.0.34.211,10.0.201.181,30677,21,TCP,11,50113,2.48,4555.73,Inbound,DDoS
F_03940,10.0.240.243,10.0.128.253,65185,80,TCP,72,21119,7.68,293.32,Outbound,PortScan
F_04439,10.0.37.77,10.0.113.180,50022,443,UDP,36,76112,7.61,2114.22,Inbound,Infiltration
F_01287,10.0.165.103,10.0.8.53,16949,21,TCP,72,29461,8.8,409.18,Outbound,Benign
F_09105,10.0.65.231,10.0.107.167,29078,443,UDP,79,57216,3.23,724.25,Outbound,Benign
F_06273,10.0.37.136,10.0.169.71,45345,53,UDP,62,44570,4.17,718.87,Inbound,Benign
F_05065,10.0.233.26,10.0.47.91,2289,443,TCP,90,14877,9.56,165.3,Outbound,Infiltration
F_07576,10.0.159.38,10.0.127.153,19875,8080,UDP,17,24578,2.93,1445.76,Outbound,PortScan
F_00662,10.0.69.247,10.0.131.239,9034,22,UDP,58,89252,5.9,1538.83,Inbound,Botnet
F_02753,10.0.160.178,10.0.5.123,44969,443,UDP,28,19026,9.37,679.5,Outbound,Benign
F_08530,10.0.221.132,10.0.73.183,55161,3306,TCP,77,90251,9.56,1172.09,Outbound,Benign
F_01371,10.0.110.14,10.0.214.237,36399,8080,UDP,34,99415,7.04,2923.97,Outbound,BruteForce
F_07225,10.0.8.139,10.0.17.108,17292,21,UDP,73,3984,8.36,54.58,Inbound,PortScan
F_03589,10.0.149.96,10.0.22.27,25573,53,UDP,98,28902,4.83,294.92,Inbound,Benign
F_01639,10.0.209.200,10.0.43.163,14189,80,UDP,22,64426,5.87,2928.45,Inbound,PortScan
F_07996,10.0.20.238,10.0.175.56,2942,8080,UDP,97,86655,9.29,893.35,Outbound,Benign
F_03997,10.0.179.111,10.0.181.96,19082,443,UDP,45,89001,0.53,1977.8,Outbound,Benign
F_09985,10.0.219.83,10.0.225.4,18742,3306,TCP,32,39028,3.22,1219.62,Inbound,Benign
F_08800,10.0.193.128,10.0.210.125,58740,443,UDP,23,82109,5.78,3569.96,Inbound,DDoS
F_03944,10.0.5.185,10.0.77.11,29328,443,UDP,31,40660,9.62,1311.61,Outbound,Benign
F_04516,10.0.69.96,10.0.108.232,50771,3306,TCP,83,80447,7.84,969.24,Inbound,Benign
F_06320,10.0.139.7,10.0.138.47,43136,22,TCP,28,89929,9.96,3211.75,Inbound,Botnet
F_06505,10.0.156.107,10.0.187.189,27776,53,UDP,95,47598,6.73,501.03,Inbound,Benign
F_01735,10.0.228.253,10.0.10.106,30811,21,TCP,92,12125,5.55,131.79,Inbound,Benign
F_02333,10.0.121.243,10.0.80.197,61842,3306,TCP,67,87258,0.75,1302.36,Outbound,PortScan
F_00693,10.0.37.37,10.0.148.249,2495,8080,TCP,92,22996,4.41,249.96,Outbound,Benign
F_00713,10.0.187.236,10.0.223.249,3148,80,UDP,19,18687,4.48,983.53,Outbound,Benign
F_04360,10.0.194.45,10.0.205.30,44787,21,UDP,70,26605,4.22,380.07,Inbound,Benign
F_05923,10.0.25.29,10.0.30.117,47495,80,UDP,76,83419,6.66,1097.62,Outbound,Benign
F_02097,10.0.6.80,10.0.245.114,35891,21,UDP,74,37800,6.73,510.81,Outbound,DDoS
F_02612,10.0.82.177,10.0.71.149,23343,80,UDP,76,11520,4.42,151.58,Inbound,Benign
F_01395,10.0.63.118,10.0.147.28,32329,80,UDP,53,51672,0.6,974.94,Inbound,DDoS
F_09632,10.0.70.148,10.0.34.37,8863,443,TCP,82,2985,8.53,36.4,Inbound,Benign
F_08104,10.0.133.62,10.0.27.196,27453,80,TCP,80,68910,5.25,861.38,Outbound,PortScan
F_06920,10.0.124.12,10.0.33.169,37858,22,TCP,52,38321,3.11,736.94,Inbound,Benign
F_07652,10.0.156.74,10.0.181.71,57462,22,TCP,74,76559,2.27,1034.58,Inbound,Benign
F_03717,10.0.72.26,10.0.228.155,13117,22,UDP,34,61997,6.42,1823.44,Inbound,DDoS
F_01787,10.0.76.200,10.0.62.136,1087,22,TCP,72,80250,0.38,1114.58,Outbound,Botnet
F_05818,10.0.180.187,10.0.218.156,1865,3306,UDP,98,64122,7.21,654.31,Inbound,Benign
F_07520,10.0.224.155,10.0.201.81,34012,21,UDP,78,88082,6.09,1129.26,Inbound,Infiltration
F_05376,10.0.254.179,10.0.17.201,30261,8080,UDP,22,88593,1.91,4026.95,Outbound,Botnet
F_06916,10.0.143.194,10.0.54.167,48020,80,TCP,71,66927,6.05,942.63,Outbound,BruteForce
F_03222,10.0.125.156,10.0.241.51,36870,80,UDP,58,40241,5.96,693.81,Inbound,Benign
F_02861,10.0.131.23,10.0.83.47,61863,53,TCP,27,55187,3.79,2043.96,Outbound,Botnet
F_04068,10.0.211.242,10.0.195.210,27104,21,UDP,59,23235,2.11,393.81,Inbound,Benign
F_05043,10.0.188.44,10.0.101.203,47911,80,UDP,16,1283,0.82,80.19,Outbound,Infiltration
F_04954,10.0.25.149,10.0.68.189,31447,8080,TCP,60,84953,4.09,1415.88,Outbound,Benign
F_06137,10.0.114.163,10.0.212.120,32032,443,UDP,34,96139,0.6,2827.62,Inbound,Benign
F_00760,10.0.32.254,10.0.222.237,19781,22,UDP,96,56349,8.82,586.97,Inbound,PortScan
F_09990,10.0.188.81,10.0.185.65,48415,22,TCP,72,85015,0.45,1180.76,Inbound,BruteForce
F_00779,10.0.26.69,10.0.8.239,35125,53,TCP,79,5391,6.94,68.24,Outbound,BruteForce
F_06665,10.0.55.253,10.0.197.235,50203,22,UDP,35,26599,0.4,759.97,Inbound,Malware
F_02878,10.0.225.221,10.0.14.236,62302,3306,UDP,49,44543,2.57,909.04,Inbound,Malware
F_06186,10.0.71.103,10.0.121.134,13117,80,UDP,80,6559,6.31,81.99,Inbound,Benign
F_00348,10.0.0.248,10.0.43.185,20186,80,UDP,42,18046,6.1,429.67,Inbound,DDoS
F_07004,10.0.228.63,10.0.91.83,39123,80,UDP,24,44856,1.41,1869.0,Outbound,Infiltration
F_06475,10.0.184.141,10.0.204.139,53787,53,UDP,50,62089,7.19,1241.78,Inbound,Benign
F_01816,10.0.104.169,10.0.80.226,19875,21,UDP,59,34384,2.91,582.78,Outbound,Benign
F_03885,10.0.14.168,10.0.18.213,28220,3306,TCP,11,98037,4.83,8912.45,Inbound,Benign
F_02606,10.0.106.147,10.0.127.38,62586,8080,TCP,81,16307,4.3,201.32,Inbound,Benign
F_09737,10.0.91.50,10.0.17.45,43368,53,UDP,17,88700,4.89,5217.65,Inbound,Benign
F_08779,10.0.215.104,10.0.170.32,58507,80,UDP,20,84955,0.78,4247.75,Outbound,Benign
F_00425,10.0.234.75,10.0.26.176,22906,53,TCP,36,43957,5.77,1221.03,Inbound,Botnet
F_00489,10.0.7.122,10.0.112.212,43013,443,TCP,28,96821,9.71,3457.89,Inbound,Botnet
F_08585,10.0.59.154,10.0.250.245,46197,21,TCP,7,45736,3.67,6533.71,Inbound,Benign
F_08269,10.0.194.87,10.0.24.223,36182,53,UDP,79,21576,5.14,273.11,Inbound,Benign
F_03435,10.0.154.55,10.0.193.110,22579,80,TCP,40,15091,0.31,377.28,Inbound,Benign
F_05977,10.0.114.35,10.0.139.92,21461,22,UDP,71,88175,7.09,1241.9,Outbound,Benign
F_08850,10.0.235.231,10.0.69.200,52267,21,UDP,48,15847,4.93,330.15,Inbound,DDoS
F_02605,10.0.120.65,10.0.180.162,4271,80,TCP,98,94306,4.89,962.31,Inbound,Benign
F_03841,10.0.151.61,10.0.246.116,53159,53,UDP,25,48395,3.47,1935.8,Inbound,DDoS
F_03283,10.0.81.66,10.0.204.91,57750,443,UDP,6,23909,8.27,3984.83,Inbound,Benign
F_05042,10.0.37.246,10.0.76.10,61093,3306,TCP,36,74647,2.44,2073.53,Outbound,DDoS
F_08764,10.0.168.40,10.0.39.152,40141,3306,TCP,15,7557,5.53,503.8,Inbound,Malware
F_06984,10.0.50.64,10.0.224.62,10909,53,UDP,42,32035,9.23,762.74,Inbound,PortScan
F_01044,10.0.33.158,10.0.118.57,55068,8080,TCP,74,90220,1.86,1219.19,Outbound,PortScan
F_09693,10.0.125.72,10.0.68.163,31013,21,TCP,17,82606,2.0,4859.18,Outbound,Benign
F_07907,10.0.235.173,10.0.28.179,46510,21,TCP,34,95257,0.9,2801.68,Inbound,Infiltration
F_06500,10.0.215.198,10.0.205.164,11344,8080,UDP,27,19618,8.62,726.59,Outbound,BruteForce
F_01738,10.0.129.62,10.0.144.209,35823,8080,TCP,25,49266,9.26,1970.64,Inbound,Benign
F_05084,10.0.52.138,10.0.79.194,60157,443,UDP,25,39329,1.03,1573.16,Outbound,Benign
F_03706,10.0.165.236,10.0.16.200,25503,8080,TCP,28,42004,7.32,1500.14,Outbound,Benign
F_00932,10.0.74.70,10.0.68.70,50650,21,UDP,59,43305,3.4,733.98,Outbound,DDoS
F_06917,10.0.208.224,10.0.139.116,62470,8080,UDP,66,69834,5.93,1058.09,Inbound,Botnet
F_02429,10.0.67.69,10.0.245.56,52387,53,UDP,42,4719,6.52,112.36,Outbound,Benign
F_05519,10.0.188.91,10.0.249.222,43500,22,UDP,12,23133,8.4,1927.75,Outbound,Benign
F_00060,10.0.81.111,10.0.80.173,30708,21,TCP,87,55601,4.36,639.09,Outbound,Benign
F_07890,10.0.110.168,10.0.229.153,11258,443,UDP,81,63891,8.53,788.78,Outbound,BruteForce
F_05975,10.0.139.48,10.0.24.91,19387,80,UDP,15,93001,0.93,6200.07,Outbound,Benign
F_04897,10.0.222.132,10.0.125.218,14425,443,UDP,66,99279,0.57,1504.23,Inbound,Benign
F_07488,10.0.241.78,10.0.209.233,24101,3306,UDP,53,57305,9.99,1081.23,Outbound,Benign
F_08345,10.0.21.172,10.0.175.233,44635,80,UDP,70,27370,2.99,391.0,Outbound,PortScan
F_07439,10.0.45.97,10.0.80.241,50691,53,TCP,27,27231,9.01,1008.56,Inbound,Benign
F_00016,10.0.203.58,10.0.213.212,29811,22,TCP,44,51942,2.51,1180.5,Outbound,DDoS
F_01204,10.0.225.29,10.0.78.36,59012,53,UDP,88,11539,4.56,131.12,Outbound,DDoS
F_02197,10.0.101.215,10.0.139.209,62461,8080,UDP,34,70580,3.59,2075.88,Outbound,DDoS
F_01698,10.0.19.146,10.0.136.196,35949,22,UDP,26,64001,0.54,2461.58,Inbound,Benign
F_07309,10.0.236.75,10.0.214.242,41836,21,TCP,99,59354,6.47,599.54,Inbound,DDoS
F_05426,10.0.16.52,10.0.145.140,57876,53,TCP,85,76466,1.78,899.6,Outbound,Benign
F_02697,10.0.223.245,10.0.68.53,27573,3306,TCP,68,70052,6.19,1030.18,Outbound,DDoS
F_08989,10.0.8.61,10.0.106.195,2920,3306,UDP,53,37369,2.41,705.08,Inbound,PortScan
F_05523,10.0.6.170,10.0.175.114,28645,80,UDP,55,71698,9.27,1303.6,Outbound,BruteForce
F_03197,10.0.86.141,10.0.2.99,62812,8080,TCP,6,71078,2.63,11846.33,Outbound,BruteForce
F_05279,10.0.189.221,10.0.73.57,11906,443,UDP,70,71835,7.37,1026.21,Inbound,BruteForce
F_03448,10.0.203.150,10.0.18.41,56678,21,UDP,58,75613,5.59,1303.67,Outbound,Benign
F_02211,10.0.119.166,10.0.106.134,55993,53,TCP,40,84165,7.23,2104.12,Outbound,Benign
F_09841,10.0.47.87,10.0.179.109,35750,3306,TCP,84,16876,1.52,200.9,Outbound,Benign
F_07414,10.0.170.223,10.0.11.8,50364,53,UDP,25,51862,4.38,2074.48,Outbound,Benign
